i7-920,i7-930,i7-950,i7-960,i7-980X,i5-750,i5-760,i3-530,i3-540,i3-2100,i3-2120,i3-2100T,i5-2300,i5-2400,i5-2500K,i5-2550K,i7-2600,i7-2600K,i7-2700K,i3-3220,i3-3240T,i5-3470,i5-3570K,i5-3550,i7-3770,i7-3770K,i7-3820,i3-4130,i3-4330,i5-4440,i5-4690K,i7-4770,i7-4790K,i5-4590,i3-4360,i7-5775C,i5-5675C,i7-6700K,i7-6700,i5-6600K,i5-6600,i5-6500,i5-6400,i3-6100,i7-7700K,i7-7700,i5-7600K,i5-7600,i5-7500,i5-7400,i3-7350K,i3-7300,i3-7100,i7-7700T,i5-7600T,i5-7500T,i7-8700K,i7-8700,i7-8700T,i5-8600K,i5-8600,i5-8500,i5-8400,i5-8400T,i3-8350K,i3-8300,i3-8100
25.0,26.0,35.0,35.0,105.0,9.0,13.0,16.0,45.0,12.0,14.0,15.0,50.0,44.0,65.0,65.0,145.0,180.0,188.0,20.0,23.0,89.0,78.0,75.0,225.0,280.0,79.0,16.0,23.0,110.0,125.0,195.0,300.0,79.0,29.0,469.0,150.0,393.0,22.0,297.0,200.0,138.0,160.0,39.0,25.0,420.0,251.0,245.0,230.0,200.0,90.0,95.0,52.0,200.0,299.0,370.0,650.0,315.0,680.0,350.0,290.0,345.0,240.0,278.0,168.0,240.0,118.0
30.0,25.0,35.0,35.0,120.0,8.0,10.0,50.0,15.0,12.0,25.0,17.0,70.0,49.0,60.0,70.0,145.0,160.0,190.0,20.0,28.0,85.0,95.0,100.0,138.0,248.0,143.0,18.0,23.0,234.0,130.0,180.0,310.0,85.0,29.0,430.0,225.0,270.0,347.0,180.0,180.0,190.0,128.0,45.0,488.0,450.0,209.0,240.0,239.0,210.0,98.0,85.0,59.0,430.0,162.0,435.0,700.0,290.0,688.0,360.0,395.0,360.0,333.0,150.0,166.0,125.0,122.0
