i7-920,i7-930,i7-950,i7-960,i7-980X,i5-750,i5-760,i3-530,i3-540,i3-2100,i3-2120,i3-2100T,i5-2300,i5-2400,i5-2500K,i5-2550K,i7-2600,i7-2600K,i7-2700K,i3-3220,i3-3240T,i5-3470,i5-3570K,i5-3550,i7-3770,i7-3770K,i7-3820,i3-4130,i3-4330,i5-4440,i5-4690K,i7-4770,i7-4790K,i5-4590,i3-4360,i7-5775C,i5-5675C,i7-6700K,i7-6700,i5-6600K,i5-6600,i5-6500,i5-6400,i3-6100,i7-7700K,i7-7700,i5-7600K,i5-7600,i5-7500,i5-7400,i3-7350K,i3-7300,i3-7100,i7-7700T,i5-7600T,i5-7500T,i7-8700K,i7-8700,i7-8700T,i5-8600K,i5-8600,i5-8500,i5-8400,i5-8400T,i3-8350K,i3-8300,i3-8100
25.0,26,35,35,105,9,13,16,45,12,14,15,50,44,65,65,145,180,188,20,23,89,78,75,225,280,79,16,23,110,125,195,300,79,29,469,150,393,22,297,200,138,160,39,25,420,251,245,230,200,90,95,52,200,299,370,650,315,680,350,290,345,240,278,168,240,118
30.0,25,35,35,120,8,10,50,15,12,25,17,70,49,60,70,145,160,190,20,28,85,95,100,138,248,143,18,23,234,130,180,310,85,29,430,225,270,347,180,180,190,128,45,488,450,209,240,239,210,98,85,59,430,162,435,700,290,688,360,395,360,333,150,166,125,122
